"","player_id","team_id","season","player_name","first_name","last_name","primary_hand","dob","height","position","home_town","league","age","player_headshot","regular_season","team"
"60",160,3,2023,"Alexandra Poznikoff","Alexandra","Poznikoff","R","1997-05-16",NA,"F","Edmonton, AB","pwhl",26,"https://assets.leaguestat.com/pwhl/240x240/160.jpg",TRUE,"Montreal"
"61",138,3,2023,"Mikyla Grant-Mentis","Mikyla","Grant-Mentis","L","1998-07-15",NA,"F","Brampton, ON","pwhl",24,"https://assets.leaguestat.com/pwhl/240x240/138.jpg",TRUE,"Montreal"
"62",29,3,2023,"Kennedy Marchment","Kennedy","Marchment","R","1996-12-06",NA,"F","Marmora, ON","pwhl",26,"https://assets.leaguestat.com/pwhl/240x240/29.jpg",TRUE,"Montreal"
"63",80,3,2023,"Ann-Sophie Bettez","Ann-Sophie","Bettez","L","1987-11-14",NA,"F","Sept-Îles, QC","pwhl",35,"https://assets.leaguestat.com/pwhl/240x240/80.jpg",TRUE,"Montreal"
"64",168,3,2023,"Mélodie Daoust","Mélodie","Daoust","L","1992-01-07",NA,"F","Valleyfield, QC","pwhl",31,"https://assets.leaguestat.com/pwhl/240x240/168.jpg",TRUE,"Montreal"
"65",81,3,2023,"Sarah Bujold","Sarah","Bujold","L","1996-02-26",NA,"F","Riverview, NB","pwhl",27,"https://assets.leaguestat.com/pwhl/240x240/81.jpg",TRUE,"Montreal"
"66",157,3,2023,"Catherine Dubois","Catherine","Dubois","L","1995-07-29",NA,"F","Charlesbourg, QC","pwhl",27,"https://assets.leaguestat.com/pwhl/240x240/157.jpg",TRUE,"Montreal"
"67",31,3,2023,"Marie-Philip Poulin","Marie-Philip","Poulin","L","1992-03-28",NA,"F","Beauceville, QC","pwhl",31,"https://assets.leaguestat.com/pwhl/240x240/31.jpg",TRUE,"Montreal"
"68",139,3,2023,"Liliane Perreault","Liliane","Perreault","R","2000-03-16",NA,"F","Hinsdale, IL","pwhl",23,"https://assets.leaguestat.com/pwhl/240x240/139.jpg",TRUE,"Montreal"
"69",26,3,2023,"Claire Dalton","Claire","Dalton","R","2000-03-20",NA,"F","Toronto, ON","pwhl",23,"https://assets.leaguestat.com/pwhl/240x240/26.jpg",TRUE,"Montreal"
"70",30,3,2023,"Kristin O'Neill","Kristin","O'Neill","L","1998-03-30",NA,"F","Oakville, ON","pwhl",25,"https://assets.leaguestat.com/pwhl/240x240/30.jpg",TRUE,"Montreal"
"71",99,3,2023,"Mariah Keopple","Mariah","Keopple","R","2000-06-27",NA,"D","Menomonie, WI","pwhl",23,"https://assets.leaguestat.com/pwhl/240x240/99.jpg",TRUE,"Montreal"
"72",163,3,2023,"Catherine Daoust","Catherine","Daoust","R","1995-02-21",NA,"D","Île Bizard, QC","pwhl",28,"https://assets.leaguestat.com/pwhl/240x240/163.jpg",TRUE,"Montreal"
"73",162,3,2023,"Madison Bizal","Madison","Bizal","L","2000-01-25",NA,"D","Elk River, MN","pwhl",23,"https://assets.leaguestat.com/pwhl/240x240/162.jpg",TRUE,"Montreal"
"74",84,3,2023,"Kati Tabin","Kati","Tabin","L","1997-04-21",NA,"D","Winnipeg, MB","pwhl",26,"https://assets.leaguestat.com/pwhl/240x240/84.jpg",TRUE,"Montreal"
"75",164,3,2023,"Brigitte Laganière","Brigitte","Laganière","L","1996-08-01",NA,"D","Montréal, QC","pwhl",26,"https://assets.leaguestat.com/pwhl/240x240/164.jpg",TRUE,"Montreal"
"76",83,3,2023,"Erin Ambrose","Erin","Ambrose","R","1994-04-30",NA,"D","Keswick, ON","pwhl",29,"https://assets.leaguestat.com/pwhl/240x240/83.jpg",TRUE,"Montreal"
"77",51,3,2023,"Amanda Boulier","Amanda","Boulier","R","1993-03-30",NA,"D","Watertown, CT","pwhl",30,"https://assets.leaguestat.com/pwhl/240x240/51.jpg",TRUE,"Montreal"
"78",82,3,2023,"Dominika Lásková","Dominika","Lásková","R","1996-12-20",NA,"D","Prague, Czechia","pwhl",26,"https://assets.leaguestat.com/pwhl/240x240/82.jpg",TRUE,"Montreal"
"79",166,3,2023,"Marlène Boissonnault","Marlène","Boissonnault","L","1997-06-19",NA,"G","Dundee, New Brunswick","pwhl",26,"https://assets.leaguestat.com/pwhl/240x240/166.jpg",TRUE,"Montreal"
"80",85,3,2023,"Elaine Chuli","Elaine","Chuli","L","1994-05-16",NA,"G","Waterford, ON","pwhl",29,"https://assets.leaguestat.com/pwhl/240x240/85.jpg",TRUE,"Montreal"
"81",28,3,2023,"Ann-Renée Desbiens","Ann-Renée","Desbiens","L","1994-04-10",NA,"G","Clermont, QC","pwhl",29,"https://assets.leaguestat.com/pwhl/240x240/28.jpg",TRUE,"Montreal"
"82",36,4,2023,"Jessie Eldridge","Jessie","Eldridge","R","1997-12-17",NA,"F","Barrie, ON","pwhl",25,"https://assets.leaguestat.com/pwhl/240x240/36.jpg",TRUE,"New York"
"83",45,4,2023,"Kayla Vespa","Kayla","Vespa","L","1997-04-01",NA,"F","Hamilton, ON","pwhl",26,"https://assets.leaguestat.com/pwhl/240x240/45.jpg",TRUE,"New York"
"84",42,4,2023,"Abby Roque","Abby","Roque","R","1997-09-25",NA,"F","Sault Ste. Marie, MI","pwhl",25,"https://assets.leaguestat.com/pwhl/240x240/42.jpg",TRUE,"New York"
"85",33,4,2023,"Chloe Aurard","Chloe","Aurard","L","1999-03-15",NA,"F","Villard-de-Lans, France","pwhl",24,"https://assets.leaguestat.com/pwhl/240x240/33.jpg",TRUE,"New York"
"86",39,4,2023,"Alexandra Labelle","Alexandra","Labelle","L","1996-02-27",NA,"F","Saint-Louis-de-Gonzague","pwhl",27,"https://assets.leaguestat.com/pwhl/240x240/39.jpg",TRUE,"New York"
"87",146,4,2023,"Alexa Gruschow","Alexa","Gruschow","R","1994-04-16",NA,"F","Mechanicsburg, PA","pwhl",29,"https://assets.leaguestat.com/pwhl/240x240/146.jpg",TRUE,"New York"
"88",37,4,2023,"Elizabeth Giguère","Elizabeth","Giguère","R","1997-05-08",NA,"F","Quebec City, QC","pwhl",26,"https://assets.leaguestat.com/pwhl/240x240/37.jpg",TRUE,"New York"
"89",40,4,2023,"Paetyn Levis","Paetyn","Levis","R","1999-11-06",NA,"F","Rogers, MN","pwhl",23,"https://assets.leaguestat.com/pwhl/240x240/40.jpg",TRUE,"New York"
"90",148,4,2023,"Madison Packer","Madison","Packer","R","1991-06-25",NA,"F","Birmingham, MI","pwhl",32,"https://assets.leaguestat.com/pwhl/240x240/148.jpg",TRUE,"New York"
"91",34,4,2023,"Alex Carpenter","Alex","Carpenter","L","1994-04-13",NA,"F","North Reading, MA","pwhl",29,"https://assets.leaguestat.com/pwhl/240x240/34.jpg",TRUE,"New York"
"92",35,4,2023,"Jade Downie-Landry","Jade","Downie-Landry","L","1995-10-03",NA,"F","St-Jean-sur-Richelieu, QC","pwhl",27,"https://assets.leaguestat.com/pwhl/240x240/35.jpg",TRUE,"New York"
"93",149,4,2023,"Jill Saulnier","Jill","Saulnier","L","1992-03-07",NA,"F","Halifax, NS","pwhl",31,"https://assets.leaguestat.com/pwhl/240x240/149.jpg",TRUE,"New York"
"94",86,4,2023,"Emma Woods","Emma","Woods","R","1995-12-18",NA,"F","Burford, ON","pwhl",27,"https://assets.leaguestat.com/pwhl/240x240/86.jpg",TRUE,"New York"
"95",147,4,2023,"Savannah Norcross","Savannah","Norcross","R","2000-06-10",NA,"F","Lynn, MA","pwhl",23,"https://assets.leaguestat.com/pwhl/240x240/147.jpg",TRUE,"New York"
"96",46,4,2023,"Olivia Zafuto","Olivia","Zafuto","L","1997-01-25",NA,"D","Niagara Falls, NY","pwhl",26,"https://assets.leaguestat.com/pwhl/240x240/46.jpg",TRUE,"New York"
"97",150,4,2023,"Taylor Baker","Taylor","Baker","R","1997-07-30",NA,"D","Toronto, ON","pwhl",25,"https://assets.leaguestat.com/pwhl/240x240/150.jpg",TRUE,"New York"
"98",169,4,2023,"Claire Thompson","Claire","Thompson","L","1998-01-28",NA,"D","Toronto, ON","pwhl",25,"https://assets.leaguestat.com/pwhl/240x240/169.jpg",TRUE,"New York"
"99",38,4,2023,"Brooke Hobson","Brooke","Hobson","L","1999-05-27",NA,"D","Prince Albert, SK","pwhl",24,"https://assets.leaguestat.com/pwhl/240x240/38.jpg",TRUE,"New York"
"100",87,4,2023,"Jaime Bourbonnais","Jaime","Bourbonnais","R","1998-09-09",NA,"D","Mississauga, ON","pwhl",24,"https://assets.leaguestat.com/pwhl/240x240/87.jpg",TRUE,"New York"
"101",44,4,2023,"Ella Shelton","Ella","Shelton","L","1998-01-19",NA,"D","Ingersoll, ON","pwhl",25,"https://assets.leaguestat.com/pwhl/240x240/44.jpg",TRUE,"New York"
"102",47,4,2023,"Micah Zandee-Hart","Micah","Zandee-Hart","L","1997-01-13",NA,"D","Saanichton, BC","pwhl",26,"https://assets.leaguestat.com/pwhl/240x240/47.jpg",TRUE,"New York"
"103",152,4,2023,"Johanna Fällman","Johanna","Fällman","L","1990-06-21",NA,"D","Lulea, Sweden","pwhl",33,"https://assets.leaguestat.com/pwhl/240x240/152.jpg",TRUE,"New York"
"104",153,4,2023,"Carley Olivier","Carley","Olivier","R","1999-05-13",NA,"D","Sudbury, ON","pwhl",24,"https://assets.leaguestat.com/pwhl/240x240/153.jpg",TRUE,"New York"
"105",155,4,2023,"Corinne Schroeder","Corinne","Schroeder","L","1999-08-17",NA,"G","Elm Creek, MB","pwhl",23,"https://assets.leaguestat.com/pwhl/240x240/155.jpg",TRUE,"New York"
"106",154,4,2023,"Lindsey Post","Lindsey","Post","L","1994-01-11",NA,"G","Chelsea, QC","pwhl",29,"https://assets.leaguestat.com/pwhl/240x240/154.jpg",TRUE,"New York"
"107",41,4,2023,"Abigail Levy","Abigail","Levy","L","2000-04-02",NA,"G","Congers, NY","pwhl",23,"https://assets.leaguestat.com/pwhl/240x240/41.jpg",TRUE,"New York"
"108",108,5,2023,"Samantha Isbell","Samantha","Isbell","L","1998-02-17",NA,"F","Thunder Bay, ON","pwhl",25,"https://assets.leaguestat.com/pwhl/240x240/108.jpg",TRUE,"Ottawa"
"109",142,5,2023,"Natalie Snodgrass","Natalie","Snodgrass","L","1998-12-17",NA,"F","Eagan, MN","pwhl",24,"https://assets.leaguestat.com/pwhl/240x240/142.jpg",TRUE,"Ottawa"
"110",63,5,2023,"Daryl Watts","Daryl","Watts","L","1999-05-15",NA,"F","Toronto, ON","pwhl",24,"https://assets.leaguestat.com/pwhl/240x240/63.jpg",TRUE,"Ottawa"
"111",55,5,2023,"Becca Gilmore","Becca","Gilmore","R","1998-02-15",NA,"F","Wayland, MA","pwhl",25,"https://assets.leaguestat.com/pwhl/240x240/55.jpg",TRUE,"Ottawa"
"112",141,5,2023,"Akane Shiga","Akane","Shiga","R","2001-03-03",NA,"F","Obihiro/Hokkaido, Japan","pwhl",22,"https://assets.leaguestat.com/pwhl/240x240/141.jpg",TRUE,"Ottawa"
"113",161,5,2023,"Tereza Vanišová","Tereza","Vanišová","L","1996-01-30",NA,"F","Strakonice, Czechia","pwhl",27,"https://assets.leaguestat.com/pwhl/240x240/161.jpg",TRUE,"Ottawa"
"114",61,5,2023,"Hayley Scamurra","Hayley","Scamurra","L","1994-12-14",NA,"F","Buffalo, NY","pwhl",28,"https://assets.leaguestat.com/pwhl/240x240/61.jpg",TRUE,"Ottawa"
"115",88,5,2023,"Kateřina Mrázová","Kateřina","Mrázová","L","1992-10-19",NA,"F","Kolín, Czechia","pwhl",30,"https://assets.leaguestat.com/pwhl/240x240/88.jpg",TRUE,"Ottawa"
"116",57,5,2023,"Gabbie Hughes","Gabbie","Hughes","L","1999-10-04",NA,"F","Lino Lakes, MN","pwhl",23,"https://assets.leaguestat.com/pwhl/240x240/57.jpg",TRUE,"Ottawa"
"117",140,5,2023,"Malia Schneider","Malia","Schneider","R","1998-10-03",NA,"F","Millarville, AB","pwhl",24,"https://assets.leaguestat.com/pwhl/240x240/140.jpg",TRUE,"Ottawa"
"118",58,5,2023,"Brianne Jenner","Brianne","Jenner","R","1991-05-04",NA,"F","Oakville, ON","pwhl",32,"https://assets.leaguestat.com/pwhl/240x240/58.jpg",TRUE,"Ottawa"
"119",107,5,2023,"Sammy Davis","Sammy","Davis","L","1997-04-23",NA,"F","Pembroke, MA","pwhl",26,"https://assets.leaguestat.com/pwhl/240x240/107.jpg",TRUE,"Ottawa"
"120",54,5,2023,"Kristin Della Rovere","Kristin","Della","R","2000-11-30",NA,"F","Caledon East, ON","pwhl",22,"https://assets.leaguestat.com/pwhl/240x240/54.jpg",TRUE,"Ottawa"
"121",53,5,2023,"Emily Clark","Emily","Clark","L","1995-11-28",NA,"F","Saskatoon, SK","pwhl",27,"https://assets.leaguestat.com/pwhl/240x240/53.jpg",TRUE,"Ottawa"
"122",4,5,2023,"Shiann Darkangelo","Shiann","Darkangelo","L","1993-11-28",NA,"F","Brighton, MI","pwhl",29,"https://assets.leaguestat.com/pwhl/240x240/4.jpg",TRUE,"Ottawa"
"123",136,5,2023,"Rosalie Demers","Rosalie","Demers","L","2000-06-15",NA,"F","Blainville, QC","pwhl",23,"https://assets.leaguestat.com/pwhl/240x240/136.jpg",TRUE,"Ottawa"
"124",137,5,2023,"Fanni Garát-Gasparics","Fanni","Garát-Gasparics","R","1994-11-20",NA,"F","Budapest, Hungary","pwhl",28,"https://assets.leaguestat.com/pwhl/240x240/137.jpg",TRUE,"Ottawa"
"125",178,5,2023,"Audrey-Ann Veilette","Audrey-Ann","Veilette","R","2000-12-03",NA,"F","","pwhl",22,"https://assets.leaguestat.com/pwhl/240x240/178.jpg",TRUE,"Ottawa"
"126",62,5,2023,"Aneta Tejralová","Aneta","Tejralová","L","1996-01-04",NA,"D","Prague, Czechia","pwhl",27,"https://assets.leaguestat.com/pwhl/240x240/62.jpg",TRUE,"Ottawa"
"127",52,5,2023,"Zoe Boyd","Zoe","Boyd","L","2000-08-09",NA,"D","Caledon East, ON","pwhl",22,"https://assets.leaguestat.com/pwhl/240x240/52.jpg",TRUE,"Ottawa"
"128",56,5,2023,"Savannah Harmon","Savannah","Harmon","L","1995-10-27",NA,"D","Downers Grove, IL","pwhl",27,"https://assets.leaguestat.com/pwhl/240x240/56.jpg",TRUE,"Ottawa"
"129",50,5,2023,"Ashton Bell","Ashton","Bell","R","1999-12-07",NA,"D","Deloraine, MB","pwhl",23,"https://assets.leaguestat.com/pwhl/240x240/50.jpg",TRUE,"Ottawa"
"130",112,5,2023,"Lauren MacInnis","Lauren","MacInnis","R","1998-10-19",NA,"D","","pwhl",24,"https://assets.leaguestat.com/pwhl/240x240/112.jpg",TRUE,"Ottawa"
"131",3,5,2023,"Emma Buckles","Emma","Buckles","L","1999-06-10",NA,"D","Toronto, ON","pwhl",24,"https://assets.leaguestat.com/pwhl/240x240/3.jpg",TRUE,"Ottawa"
"132",60,5,2023,"Jincy Roese","Jincy","Roese","L","1997-05-15",NA,"D","O'Fallon, MO","pwhl",26,"https://assets.leaguestat.com/pwhl/240x240/60.jpg",TRUE,"Ottawa"
"133",48,5,2023,"Sandra Abstreiter","Sandra","Abstreiter","L","1998-07-23",NA,"G","Freising, Germany","pwhl",24,"https://assets.leaguestat.com/pwhl/240x240/48.jpg",TRUE,"Ottawa"
"134",145,5,2023,"Rachel McQuigge","Rachel","McQuigge","R","1998-10-08",NA,"G","Bowmanville, ON","pwhl",24,"https://assets.leaguestat.com/pwhl/240x240/145.jpg",TRUE,"Ottawa"
"135",59,5,2023,"Emerance Maschmeyer","Emerance","Maschmeyer","L","1994-05-10",NA,"G","Bruderheim, AB","pwhl",29,"https://assets.leaguestat.com/pwhl/240x240/59.jpg",TRUE,"Ottawa"
